2021-02-01 17:05:09.432254,slug,Orisa,Weapon Accuracy - Best in Game,0.41
2021-02-01 17:05:09.432254,slug,Orisa,Turrets Destroyed,4
2021-02-01 17:05:09.432254,slug,Orisa,Medals - Bronze,14
2021-02-01 17:05:09.432254,slug,Orisa,Medals - Silver,10
2021-02-01 17:05:09.432254,slug,Orisa,Medals - Gold,9
2021-02-01 17:05:09.432254,slug,Orisa,Medals,33
2021-02-01 17:05:09.432254,slug,Orisa,Cards,3
2021-02-01 17:05:09.432254,slug,Orisa,Offensive Assists,27
2021-02-01 17:05:09.432254,slug,Orisa,Offensive Assists - Avg per 10 Min,4.43
2021-02-01 17:05:09.432254,slug,Orisa,Offensive Assists - Most in Game,7
2021-02-01 17:05:09.432254,slug,Orisa,Damage Amplified,6686
2021-02-01 17:05:09.432254,slug,Orisa,Damage Amplified - Avg per 10 Min,1097
2021-02-01 17:05:09.432254,slug,Orisa,Damage Amplified - Most in Game,1702
2021-02-01 17:05:09.432254,slug,Orisa,Damage Blocked,49712
2021-02-01 17:05:09.432254,slug,Orisa,Damage Blocked - Avg per 10 Min,8155
2021-02-01 17:05:09.432254,slug,Orisa,Damage Blocked - Most in Game,14950
2021-02-01 17:05:09.432254,slug,Orisa,Supercharger Assists,51
2021-02-01 17:05:09.432254,slug,Orisa,Supercharger Assists - Avg per 10 Min,8.37
2021-02-01 17:05:09.432254,slug,Orisa,Supercharger Assists - Most in Game,14
2021-02-01 17:05:09.432254,slug,Orisa,All Damage Done - Avg per 10 Min,10346
2021-02-01 17:05:09.432254,slug,Orisa,Barrier Damage Done - Avg per 10 Min,3587
2021-02-01 17:05:09.432254,slug,Orisa,Deaths - Avg per 10 Min,7.38
